4.1951 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.7355 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
16.6797 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001915D4B2EE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019162340550>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.6807 	EXP 	window1: mouseVisible = True
16.6810 	EXP 	window1: mouseVisible = False
16.6811 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.6811 	EXP 	window1: recordFrameIntervals = False
16.8447 	EXP 	window1: recordFrameIntervals = True
17.0287 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
17.0287 	EXP 	window1: recordFrameIntervals = False
24.2900 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.3761 	EXP 	window1: mouseVisible = True
24.6221 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05000000000000001, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
24.6232 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.7883 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='click to submit', units='height', win=Window(...), wrapWidth=1)
24.7884 	EXP 	window1: mouseVisible = True
24.7953 	EXP 	Imported study_word.xlsx as conditions, 15 conditions, 1 params
24.7979 	EXP 	Created sequence: random, trialTypes=15, nReps=1, seed=None
24.7982 	EXP 	New trial (rep=0, index=0): {'study_word': 'vase'}
24.8447 	EXP 	slider: autoLog = True
24.8447 	EXP 	slider: markerPos = None
24.8447 	EXP 	slider: styleTweaks = []
24.8447 	EXP 	slider: styleTweaks = []
24.8447 	EXP 	slider: styleTweaks = []
24.8447 	EXP 	slider: styleTweaks = []
24.8447 	EXP 	slider: contrast = 1.0
24.8447 	EXP 	slider: autoLog = True
24.8447 	EXP 	textbox: autoLog = True
24.8447 	EXP 	text: height = 0.05000000000000001
24.8447 	EXP 	text: height = 0.05000000000000001
24.8447 	EXP 	text: height = 0.05000000000000001
24.8447 	EXP 	text: text = 'vase'
24.8447 	EXP 	slider: markerPos = None
24.8447 	EXP 	slider: markerPos = None
24.8447 	EXP 	text: autoDraw = True
24.8447 	EXP 	slider: autoDraw = True
27.6200 	DATA 	Mouse: Left button down, pos=(490,159)
27.6438 	EXP 	slider: markerPos = 1.9947916666666667
27.6605 	EXP 	slider: markerPos = 1.9947916666666667
27.6774 	EXP 	slider: markerPos = 1.9947916666666667
27.6940 	EXP 	slider: markerPos = 1.9947916666666667
27.7106 	EXP 	slider: markerPos = 1.9947916666666667
27.7273 	EXP 	slider: markerPos = 1.9947916666666667
27.7440 	EXP 	slider: markerPos = 1.9947916666666667
27.7606 	EXP 	slider: markerPos = 1.9947916666666667
27.7770 	EXP 	slider: markerPos = 1.9947916666666667
27.7939 	EXP 	slider: markerPos = 1.9947916666666667
27.8106 	EXP 	slider: markerPos = 1.9947916666666667
27.8273 	EXP 	slider: markerPos = 1.9947916666666667
27.8440 	EXP 	slider: markerPos = 1.9947916666666667
27.8539 	DATA 	Mouse:  Left button up, pos=(490,159)
27.8606 	EXP 	slider: markerPos = 1.9947916666666667
27.8773 	EXP 	slider: markerPos = 1.9947916666666667
27.8831 	EXP 	New trial (rep=0, index=1): {'study_word': 'belt'}
27.8997 	EXP 	text: autoDraw = False
27.8997 	EXP 	slider: autoDraw = False
27.8997 	EXP 	text: height = 0.05000000000000001
27.8997 	EXP 	text: height = 0.05000000000000001
27.8997 	EXP 	text: height = 0.05000000000000001
27.8997 	EXP 	text: text = 'belt'
27.8997 	EXP 	slider: markerPos = None
27.8997 	EXP 	slider: markerPos = None
27.8997 	EXP 	text: autoDraw = True
27.8997 	EXP 	slider: autoDraw = True
29.5976 	DATA 	Mouse: Left button down, pos=(293,155)
29.6137 	EXP 	slider: markerPos = 0.96875
29.6341 	EXP 	slider: markerPos = 0.96875
29.6474 	EXP 	slider: markerPos = 0.96875
29.6606 	EXP 	slider: markerPos = 0.96875
29.6772 	EXP 	slider: markerPos = 0.96875
29.6940 	EXP 	slider: markerPos = 0.96875
29.7108 	EXP 	slider: markerPos = 0.96875
29.7301 	EXP 	slider: markerPos = 0.96875
29.7440 	EXP 	slider: markerPos = 0.96875
29.7605 	EXP 	slider: markerPos = 0.96875
29.7769 	EXP 	slider: markerPos = 0.96875
29.7939 	EXP 	slider: markerPos = 0.96875
29.8106 	EXP 	slider: markerPos = 0.96875
29.8272 	EXP 	slider: markerPos = 0.96875
29.8292 	DATA 	Mouse:  Left button up, pos=(293,155)
29.8438 	EXP 	slider: markerPos = 1
29.8480 	EXP 	New trial (rep=0, index=2): {'study_word': 'blanket'}
29.8677 	EXP 	text: autoDraw = False
29.8677 	EXP 	slider: autoDraw = False
29.8677 	EXP 	text: height = 0.05000000000000001
29.8677 	EXP 	text: height = 0.05000000000000001
29.8677 	EXP 	text: height = 0.05000000000000001
29.8677 	EXP 	text: text = 'blanket'
29.8677 	EXP 	slider: markerPos = None
29.8677 	EXP 	slider: markerPos = None
